the,-2.838735296298547
to,-3.5816851676259716
of,-3.6767630372571456
a,-3.7309728364098027
and,-3.7438418020534465
in,-3.898443803786451
that,-4.259591937038859
for,-4.668848477961368
is,-4.687301013704185
on,-4.695355680322429
he,-4.828205441092988
it,-4.842597910970244
was,-4.952069777227503
with,-5.020913441523274
said,-5.036304155398359
as,-5.099664923225676
i,-5.218079080090439
his,-5.253731995506707
at,-5.292284577237234
have,-5.361114321359474
trump,-5.364217411621589
not,-5.40665524561035
by,-5.408961151769528
from,-5.428611885511414
be,-5.4352274078885285
has,-5.453917109156695
are,-5.462297865002135
they,-5.521664836271798
but,-5.523782661565268
an,-5.534613560875938
this,-5.5450035331539524
â€”,-5.576185809746501
who,-5.589823309083501
we,-5.5952787136879625
you,-5.709524075337584
about,-5.847849569915381
she,-5.868959138897942
had,-5.874442975363574
mr,-5.913799670567434
their,-5.925690665876892
will,-5.956733128036801
or,-5.963838534170711
her,-5.987600154127359
were,-6.0028551865131625
people,-6.0204011728531475
one,-6.033287048805838
been,-6.042010220378383
would,-6.055379102919182
more,-6.0623255234023725
there,-6.163332943001324
what,-6.168343100143584
when,-6.189612485590577
which,-6.212044512560971
new,-6.230540423839586
can,-6.2523956249078685
if,-6.259309200559618
out,-6.260256417771803
after,-6.2620062281104225
president,-6.2626447715981
all,-6.2627758052903255
also,-6.323259157130388
up,-6.389272099650633
so,-6.389755532778935
its,-6.396679333615265
clinton,-6.397634881957211
like,-6.43637208594907
than,-6.457680913246155
him,-6.472702203039099
no,-6.48809620701761
our,-6.53596852360323
some,-6.5362699359375815
other,-6.556147069142265
just,-6.558852418803412
over,-6.5834002308480235
into,-6.5887187302186865
do,-6.603947102702624
them,-6.615371031555632
state,-6.623514284698547
time,-6.629949267834571
first,-6.6946643715943495
because,-6.708534783219916
could,-6.711788818400981
two,-6.716986442288312
now,-6.728819978585851
us,-6.742699233004686
news,-6.76129398212271
years,-6.801517274113395
told,-6.816052084908813
how,-6.821192456624013
last,-6.823026530787659
many,-6.828693246177386
my,-6.836832202924706
states,-6.859182787774502
most,-6.860670883287204
even,-6.8644008391222675
obama,-6.890017645464294
those,-6.89833331751709
year,-6.9082480827257395
campaign,-6.915583998751964
only,-6.9159931318675545
